Episode,Current_Epsilon,Win|Lose,Score,Turns
1,0.999,Lose,-33,32
2,0.998001,Lose,-93,16
3,0.997002999,Lose,-17,8
4,0.996005996001,Lose,-37,10
5,0.995009990004999,Lose,-13,38
6,0.994014980014994,Lose,29,5
7,0.993020965034979,Lose,-100,7
8,0.9920279440699441,Lose,-100,7
9,0.9910359161258742,Lose,-25,8
10,0.9900448802097482,Lose,-25,7
11,0.9890548353295385,Lose,-88,10
12,0.988065780494209,Lose,-202,21
13,0.9870777147137147,Lose,-100,7
14,0.986090636999001,Lose,-96,6
15,0.9851045463620021,Lose,-96,6
16,0.98411944181564,Win,-636,54
17,0.9831353223738244,Lose,-100,7
18,0.9821521870514506,Lose,-1457,100
19,0.9811700348643991,Lose,-200,16
20,0.9801888648295347,Lose,-102,7
21,0.9792086759647052,Lose,-1853,92
22,0.9782294672887405,Lose,-25,7
23,0.9772512378214517,Lose,-112,8
24,0.9762739865836303,Lose,-21,6
25,0.9752977125970467,Lose,-92,8
26,0.9743224148844496,Lose,-88,10
27,0.9733480924695651,Lose,-100,7
28,0.9723747443770956,Lose,10,12
29,0.9714023696327185,Lose,-21,6
30,0.9704309672630859,Lose,-112,8
31,0.9694605362958227,Lose,-92,8
32,0.9684910757595269,Lose,-148,12
33,0.9675225846837673,Lose,-21,8
34,0.9665550620990835,Lose,-100,7
35,0.9655885070369844,Win,5,22
36,0.9646229185299474,Lose,-53,11
37,0.9636582956114175,Lose,-33,20
38,0.9626946373158061,Lose,-25,7
39,0.9617319426784903,Lose,-37,8
40,0.9607702107358118,Lose,-135,17
41,0.959809440525076,Lose,-116,13
42,0.9588496310845509,Lose,-125,16
43,0.9578907814534664,Lose,-49,12
44,0.9569328906720129,Lose,-102,7
45,0.9559759577813409,Lose,-112,8
46,0.9550199818235596,Lose,-17,8
47,0.9540649618417361,Lose,-108,8
48,0.9531108968798944,Lose,-96,6
49,0.9521577859830145,Lose,-39,9
50,0.9512056281970315,Lose,-55,15
51,0.9502544225688344,Lose,-37,8
52,0.9493041681462656,Lose,-37,8
53,0.9483548639781193,Lose,-172,14
54,0.9474065091141411,Lose,-21,6
55,0.946459102605027,Lose,-110,7
56,0.9455126435024219,Lose,-100,7
57,0.9445671308589195,Lose,-112,8
58,0.9436225637280606,Lose,-2387,100
59,0.9426789411643326,Lose,-25,7
60,0.9417362622231683,Win,-1,18
61,0.9407945259609451,Lose,-157,18
62,0.9398537314349842,Lose,-92,8
63,0.9389138777035492,Lose,-2513,100
64,0.9379749638258457,Lose,-112,8
65,0.9370369888620198,Lose,-100,7
66,0.9360999518731578,Lose,-128,10
67,0.9351638519212846,Lose,-104,8
68,0.9342286880693633,Lose,-96,6
69,0.933294459381294,Lose,-112,8
70,0.9323611649219127,Lose,-46,5
71,0.9314288037569908,Lose,18,11
72,0.9304973749532338,Lose,-96,6
73,0.9295668775782806,Lose,-125,16
74,0.9286373107007023,Lose,-29,14
75,0.9277086733900016,Lose,-39,11
76,0.9267809647166116,Lose,-210,17
77,0.925854183751895,Lose,-61,16
78,0.9249283295681431,Lose,-193,20
79,0.9240034012385749,Lose,-17,8
80,0.9230793978373364,Lose,-100,7
81,0.9221563184394991,Lose,-46,5
82,0.9212341621210596,Lose,-144,14
83,0.9203129279589385,Lose,-100,7
84,0.9193926150309796,Lose,-25,7
85,0.9184732224159486,Lose,-100,7
86,0.9175547491935327,Lose,-75,13
87,0.9166371944443392,Lose,-39,11
88,0.9157205572498949,Lose,-112,8
89,0.914804836692645,Lose,-17,8
90,0.9138900318559524,Lose,-100,7
91,0.9129761418240965,Lose,-100,7
92,0.9120631656822724,Lose,-57,11
93,0.9111511025165902,Lose,-154,13
94,0.9102399514140735,Lose,-92,8
95,0.9093297114626595,Lose,-51,22
96,0.9084203817511969,Lose,-100,7
97,0.9075119613694457,Lose,-88,10
98,0.9066044494080763,Lose,-104,8
99,0.9056978449586682,Lose,-25,7
100,0.9047921471137096,Lose,-112,8
101,0.9038873549665959,Lose,-100,7
102,0.9029834676116293,Lose,-92,8
103,0.9020804841440176,Lose,-60,17
104,0.9011784036598737,Lose,26,12
105,0.9002772252562138,Lose,-97,14
106,0.8993769480309576,Lose,-25,7
107,0.8984775710829266,Lose,-53,10
108,0.8975790935118436,Lose,-112,8
109,0.8966815144183318,Lose,-112,8
110,0.8957848329039134,Lose,-35,9
111,0.8948890480710096,Lose,38,8
112,0.8939941590229386,Lose,54,6
113,0.8931001648639156,Lose,-116,14
114,0.8922070646990518,Lose,-118,14
115,0.8913148576343527,Lose,-105,15
116,0.8904235427767183,Lose,-73,12
117,0.8895331192339416,Lose,-57,11
118,0.8886435861147077,Lose,-100,7
119,0.887754942528593,Lose,-1815,100
120,0.8868671875860644,Lose,-92,8
121,0.8859803203984784,Lose,-81,17
122,0.88509434007808,Win,-2666,100
123,0.8842092457380019,Lose,-90,25
124,0.8833250364922639,Lose,-110,7
125,0.8824417114557717,Lose,-1783,100
126,0.8815592697443159,Lose,-92,7
127,0.8806777104745716,Lose,-49,12
128,0.8797970327640969,Lose,-17,7
129,0.8789172357313328,Lose,-112,8
130,0.8780383184956015,Lose,-244,19
131,0.8771602801771059,Lose,-106,7
132,0.8762831198969288,Lose,-112,8
133,0.8754068367770318,Lose,-92,8
134,0.8745314299402548,Lose,-100,7
135,0.8736568985103146,Lose,-25,7
136,0.8727832416118043,Lose,-132,11
137,0.8719104583701925,Lose,-100,7
138,0.8710385479118223,Lose,27,7
139,0.8701675093639105,Lose,-29,8
140,0.8692973418545467,Lose,-114,22
141,0.8684280445126921,Lose,-100,7
142,0.8675596164681794,Win,-614,57
143,0.8666920568517111,Lose,-45,13
144,0.8658253647948594,Lose,-25,8
145,0.8649595394300645,Lose,-112,8
146,0.8640945798906344,Lose,-92,8
147,0.8632304853107438,Lose,-344,28
148,0.862367254825433,Lose,-88,20
149,0.8615048875706075,Lose,-37,8
150,0.8606433826830369,Lose,-100,7
151,0.8597827393003539,Lose,-25,7
152,0.8589229565610536,Lose,-25,7
153,0.8580640336044925,Lose,-363,37
154,0.857205969570888,Lose,-202,20
155,0.8563487636013172,Lose,-25,7
156,0.8554924148377159,Lose,-23,11
157,0.8546369224228781,Lose,-1898,100
158,0.8537822855004553,Lose,-100,7
159,0.8529285032149548,Lose,-17,8
160,0.8520755747117399,Lose,-49,12
161,0.8512234991370281,Lose,-132,11
162,0.8503722756378911,Win,-413,55
163,0.8495219033622532,Lose,-100,8
164,0.8486723814588909,Lose,-46,5
165,0.847823709077432,Lose,-93,19
166,0.8469758853683546,Lose,-110,11
167,0.8461289094829862,Lose,-317,36
168,0.8452827805735033,Win,-17,26
169,0.8444374977929298,Lose,52,10
170,0.8435930602951368,Lose,-17,8
171,0.8427494672348417,Lose,-96,6
172,0.8419067177676068,Lose,-2007,100
173,0.8410648110498392,Lose,-134,14
174,0.8402237462387894,Lose,-39,9
175,0.8393835224925505,Lose,-25,7
176,0.838544138970058,Lose,-25,7
177,0.8377055948310879,Lose,-46,5
178,0.8368678892362568,Lose,-79,15
179,0.8360310213470206,Lose,-104,8
180,0.8351949903256736,Lose,-25,7
181,0.8343597953353479,Lose,-161,19
182,0.8335254355400126,Lose,-37,8
183,0.8326919101044725,Lose,-23,11
184,0.831859218194368,Lose,-112,8
185,0.8310273589761736,Lose,-46,5
186,0.8301963316171974,Lose,-100,7
187,0.8293661352855802,Lose,50,7
188,0.8285367691502946,Lose,-57,11
189,0.8277082323811443,Win,-145,34
190,0.8268805241487632,Lose,50,7
191,0.8260536436246144,Lose,-100,7
192,0.8252275899809898,Lose,18,11
193,0.8244023623910088,Lose,-17,8
194,0.8235779600286178,Lose,50,7
195,0.8227543820685892,Lose,-67,20
196,0.8219316276865206,Lose,-100,7
197,0.8211096960588341,Lose,-108,8
198,0.8202885863627752,Lose,-72,12
199,0.8194682977764125,Lose,-57,11
200,0.818648829478636,Lose,-112,8
201,0.8178301806491574,Lose,-214,20
202,0.8170123504685082,Lose,-17,16
203,0.8161953381180397,Lose,-141,23
204,0.8153791427799216,Lose,-37,8
205,0.8145637636371417,Lose,-21,6
206,0.8137491998735046,Lose,-100,7
207,0.812935450673631,Lose,-84,24
208,0.8121225152229574,Lose,-1241,76
209,0.8113103927077344,Lose,-30,15
210,0.8104990823150267,Lose,-65,15
211,0.8096885832327116,Lose,-73,14
212,0.8088788946494789,Lose,-53,13
213,0.8080700157548294,Lose,-73,12
214,0.8072619457390746,Lose,-57,11
215,0.8064546837933355,Lose,-29,10
216,0.8056482291095421,Lose,-73,14
217,0.8048425808804326,Lose,-147,21
218,0.8040377382995522,Win,-120,35
219,0.8032337005612527,Lose,-135,17
220,0.8024304668606914,Lose,-51,14
221,0.8016280363938307,Lose,-33,10
222,0.8008264083574369,Win,-690,45
223,0.8000255819490795,Lose,-75,13
224,0.7992255563671304,Lose,-57,11
225,0.7984263308107633,Lose,-92,8
226,0.7976279044799526,Lose,22,13
227,0.7968302765754727,Lose,-25,7
228,0.7960334462988972,Lose,-57,11
229,0.7952374128525983,Lose,18,11
230,0.7944421754397457,Win,-756,52
231,0.7936477332643059,Lose,-100,7
232,0.7928540855310416,Lose,-112,8
233,0.7920612314455105,Lose,-100,7
234,0.7912691702140651,Lose,-37,8
235,0.790477901043851,Lose,-77,20
236,0.7896874231428072,Lose,-39,9
237,0.7888977357196644,Win,-700,63
238,0.7881088379839447,Lose,-59,16
239,0.7873207291459607,Lose,22,13
240,0.7865334084168147,Lose,-100,7
241,0.7857468750083979,Lose,-104,8
242,0.7849611281333895,Lose,-144,14
243,0.784176167005256,Lose,-58,22
244,0.7833919908382508,Lose,-105,15
245,0.7826085988474126,Lose,-112,8
246,0.7818259902485653,Lose,-100,7
247,0.7810441642583167,Lose,-37,8
248,0.7802631200940584,Lose,-100,7
249,0.7794828569739644,Lose,-17,8
250,0.7787033741169904,Lose,-63,15
251,0.7779246707428734,Lose,-37,8
252,0.7771467460721305,Lose,-39,11
253,0.7763695993260584,Lose,-39,11
254,0.7755932297267324,Lose,-132,28
255,0.7748176364970056,Lose,-37,8
256,0.7740428188605086,Lose,-87,16
257,0.7732687760416481,Lose,58,20
258,0.7724955072656065,Lose,-106,7
259,0.7717230117583408,Lose,-46,5
260,0.7709512887465825,Lose,-10,14
261,0.7701803374578359,Lose,-82,18
262,0.7694101571203781,Lose,-92,8
263,0.7686407469632577,Lose,-106,7
264,0.7678721062162944,Lose,-100,7
265,0.7671042341100781,Lose,-39,9
266,0.766337129875968,Lose,-100,7
267,0.7655707927460921,Lose,-100,8
268,0.764805221953346,Lose,-71,16
269,0.7640404167313927,Lose,-37,8
270,0.7632763763146613,Lose,-73,14
271,0.7625130999383466,Lose,-106,7
272,0.7617505868384082,Lose,-23,10
273,0.7609888362515699,Lose,-100,7
274,0.7602278474153183,Lose,-92,8
275,0.759467619567903,Lose,-106,7
276,0.7587081519483351,Lose,-25,7
277,0.7579494437963867,Lose,-53,13
278,0.7571914943525904,Lose,26,12
279,0.7564343028582378,Lose,-17,7
280,0.7556778685553796,Lose,24,17
281,0.7549221906868242,Lose,-17,8
282,0.7541672684961374,Lose,-112,8
283,0.7534131012276413,Lose,-19,18
284,0.7526596881264136,Lose,-37,8
285,0.7519070284382872,Lose,-100,7
286,0.7511551214098489,Lose,-17,8
287,0.750403966288439,Lose,-35,7
288,0.7496535623221505,Lose,-46,5
289,0.7489039087598284,Lose,-100,7
290,0.7481550048510686,Lose,-151,32
291,0.7474068498462175,Lose,-97,14
292,0.7466594429963713,Lose,-103,18
293,0.745912783553375,Lose,-106,9
294,0.7451668707698216,Lose,-317,26
295,0.7444217038990517,Lose,-92,8
296,0.7436772821951526,Lose,40,11
297,0.7429336049129575,Lose,-96,6
298,0.7421906713080445,Lose,18,11
299,0.7414484806367364,Lose,-50,16
300,0.7407070321560997,Lose,-30,15
301,0.7399663251239436,Lose,-2319,100
302,0.7392263587988196,Lose,-100,7
303,0.7384871324400207,Lose,-37,8
304,0.7377486453075807,Win,-1408,83
305,0.737010896662273,Lose,-112,8
306,0.7362738857656108,Lose,-176,18
307,0.7355376118798452,Lose,-100,7
308,0.7348020742679654,Lose,-46,5
309,0.7340672721936974,Lose,-100,7
310,0.7333332049215037,Lose,-92,8
311,0.7325998717165821,Lose,-112,8
312,0.7318672718448656,Lose,-57,11
313,0.7311354045730207,Lose,-86,20
314,0.7304042691684477,Lose,-61,20
315,0.7296738648992792,Lose,-23,10
316,0.7289441910343799,Lose,-2115,100
317,0.7282152468433455,Lose,-39,9
318,0.7274870315965022,Lose,-92,7
319,0.7267595445649057,Lose,-21,7
320,0.7260327850203407,Lose,-137,24
321,0.7253067522353204,Lose,-25,7
322,0.724581445483085,Lose,-79,13
323,0.723856864037602,Lose,2,12
324,0.7231330071735643,Lose,-106,15
325,0.7224098741663908,Lose,-100,7
326,0.7216874642922244,Win,-2537,92
327,0.7209657768279322,Lose,-102,38
328,0.7202448110511043,Lose,50,7
329,0.7195245662400531,Lose,-14,20
330,0.7188050416738131,Lose,-176,15
331,0.7180862366321393,Lose,-105,15
332,0.7173681503955072,Lose,-22,14
333,0.7166507822451117,Lose,-30,15
334,0.7159341314628666,Lose,-57,11
335,0.7152181973314037,Lose,-74,21
336,0.7145029791340722,Lose,-37,8
337,0.7137884761549381,Lose,-37,10
338,0.7130746876787832,Lose,-46,5
339,0.7123616129911045,Lose,-37,8
340,0.7116492513781133,Lose,-45,13
341,0.7109376021267352,Lose,28,21
342,0.7102266645246085,Lose,-92,7
343,0.7095164378600839,Lose,-93,17
344,0.7088069214222238,Lose,-94,19
345,0.7080981145008015,Lose,-82,18
346,0.7073900163863007,Lose,18,11
347,0.7066826263699144,Lose,50,7
348,0.7059759437435444,Lose,-4549,100
349,0.7052699677998009,Lose,-4,13
350,0.704564697832001,Lose,-100,7
351,0.7038601331341691,Lose,-112,8
352,0.7031562730010349,Lose,27,7
353,0.7024531167280339,Lose,-22,14
354,0.7017506636113059,Lose,-37,8
355,0.7010489129476946,Lose,-73,12
356,0.7003478640347469,Lose,-96,6
357,0.6996475161707122,Lose,-274,25
358,0.6989478686545415,Lose,20,14
359,0.698248920785887,Lose,-100,8
360,0.6975506718651011,Lose,-92,8
361,0.6968531211932361,Lose,-264,22
362,0.6961562680720428,Lose,-100,7
363,0.6954601118039707,Lose,-59,14
364,0.6947646516921667,Lose,-169,19
365,0.6940698870404746,Lose,-100,7
366,0.6933758171534341,Lose,-100,7
367,0.6926824413362807,Lose,-106,7
368,0.6919897588949444,Lose,-25,7
369,0.6912977691360495,Lose,-92,8
370,0.6906064713669134,Lose,-128,10
371,0.6899158648955466,Lose,-37,8
372,0.689225949030651,Lose,-94,19
373,0.6885367230816204,Lose,-2601,100
374,0.6878481863585387,Lose,-112,8
375,0.6871603381721801,Lose,-112,15
376,0.686473177834008,Lose,-116,8
377,0.685786704656174,Lose,-25,7
378,0.6851009179515178,Lose,-39,12
379,0.6844158170335664,Lose,-97,16
380,0.6837314012165328,Lose,-92,8
381,0.6830476698153162,Lose,-25,8
382,0.6823646221455009,Lose,-96,6
383,0.6816822575233553,Lose,-92,8
384,0.6810005752658319,Lose,-26,17
385,0.680319574690566,Lose,27,7
386,0.6796392551158754,Lose,-33,8
387,0.6789596158607596,Win,-120,19
388,0.6782806562448989,Lose,-106,7
389,0.677602375588654,Lose,-45,13
390,0.6769247732130653,Lose,-96,6
391,0.6762478484398523,Lose,-165,33
392,0.6755716005914124,Lose,-33,8
393,0.674896028990821,Lose,16,14
394,0.6742211329618302,Lose,-39,11
395,0.6735469118288684,Lose,-35,11
396,0.6728733649170395,Lose,36,11
397,0.6722004915521225,Lose,30,18
398,0.6715282910605703,Lose,26,12
399,0.6708567627695098,Lose,-46,5
400,0.6701859060067403,Lose,-21,12
401,0.6695157201007336,Lose,-94,12
402,0.6688462043806328,Lose,-17,7
403,0.6681773581762521,Lose,-4,13
404,0.6675091808180759,Lose,-35,12
405,0.6668416716372578,Lose,-2089,100
406,0.6661748299656206,Lose,-108,8
407,0.6655086551356549,Win,7,25
408,0.6648431464805192,Lose,-53,10
409,0.6641783033340387,Lose,-45,12
410,0.6635141250307047,Lose,-21,9
411,0.662850610905674,Lose,-37,8
412,0.6621877602947683,Lose,-17,8
413,0.6615255725344735,Win,-533,74
414,0.660864046961939,Lose,-100,7
415,0.660203182914977,Lose,50,7
416,0.6595429797320621,Lose,-53,10
417,0.6588834367523301,Lose,-94,19
418,0.6582245533155777,Lose,-17,8
419,0.6575663287622622,Lose,-112,8
420,0.6569087624334999,Lose,-30,15
421,0.6562518536710664,Lose,-106,22
422,0.6555956018173954,Lose,-63,13
423,0.654940006215578,Lose,0,17
424,0.6542850662093624,Lose,-118,12
425,0.6536307811431531,Lose,-112,8
426,0.65297715036201,Lose,-50,16
427,0.6523241732116479,Lose,-92,8
428,0.6516718490384363,Lose,2,12
429,0.6510201771893979,Lose,-128,10
430,0.6503691570122084,Lose,-25,7
431,0.6497187878551962,Lose,-117,16
432,0.649069069067341,Lose,38,8
433,0.6484199999982736,Lose,-51,80
434,0.6477715799982753,Lose,-110,7
435,0.647123808418277,Lose,-105,15
436,0.6464766846098587,Lose,34,13
437,0.6458302079252489,Lose,-128,13
438,0.6451843777173236,Lose,-33,10
439,0.6445391933396063,Lose,-535,76
440,0.6438946541462667,Lose,50,7
441,0.6432507594921204,Lose,-30,15
442,0.6426075087326283,Lose,-37,8
443,0.6419649012238956,Lose,-177,24
444,0.6413229363226717,Lose,-47,16
445,0.640681613386349,Lose,-98,9
446,0.6400409317729626,Lose,-37,8
447,0.6394008908411897,Lose,-2099,69
448,0.6387614899503485,Lose,-50,16
449,0.6381227284603982,Lose,-35,7
450,0.6374846057319378,Lose,40,11
451,0.6368471211262058,Lose,-45,13
452,0.6362102740050796,Lose,-33,8
453,0.6355740637310745,Lose,-37,8
454,0.6349384896673435,Lose,-57,11
455,0.6343035511776761,Lose,-135,19
456,0.6336692476264985,Lose,-125,16
457,0.6330355783788719,Lose,-125,16
458,0.632402542800493,Win,-110,25
459,0.6317701402576925,Lose,-30,15
460,0.6311383701174348,Lose,-57,11
461,0.6305072317473174,Lose,-124,11
462,0.6298767245155701,Lose,-23,11
463,0.6292468477910546,Lose,-61,13
464,0.6286176009432635,Lose,-33,8
465,0.6279889833423202,Lose,-100,7
466,0.6273609943589779,Win,-25,19
467,0.6267336333646188,Lose,-37,8
468,0.6261068997312542,Lose,48,7
469,0.6254807928315229,Lose,-49,11
470,0.6248553120386914,Lose,-92,8
471,0.6242304567266527,Lose,-75,13
472,0.623606226269926,Lose,-107,22
473,0.6229826200436561,Lose,-312,29
474,0.6223596374236124,Lose,-53,12
475,0.6217372777861888,Lose,-137,24
476,0.6211155405084027,Lose,-22,14
477,0.6204944249678943,Lose,-30,15
478,0.6198739305429264,Lose,-100,7
479,0.6192540566123834,Win,-68,17
480,0.6186348025557711,Lose,-100,7
481,0.6180161677532153,Lose,-4,13
482,0.6173981515854621,Lose,-37,8
483,0.6167807534338766,Lose,-23,11
484,0.6161639726804428,Lose,-41,14
485,0.6155478087077623,Lose,32,16
486,0.6149322608990545,Lose,-96,6
487,0.6143173286381555,Lose,-39,11
488,0.6137030113095173,Lose,-73,12
489,0.6130893082982078,Lose,-1912,100
490,0.6124762189899097,Lose,18,11
491,0.6118637427709198,Lose,-92,8
492,0.6112518790281489,Lose,-25,7
493,0.6106406271491208,Win,90,22
494,0.6100299865219717,Lose,-325,26
495,0.6094199565354498,Lose,-23,11
496,0.6088105365789144,Win,-531,73
497,0.6082017260423355,Lose,-25,7
498,0.6075935243162931,Lose,-106,7
499,0.6069859307919768,Lose,-73,12
500,0.6063789448611848,Win,-794,84
501,0.6057725659163237,Lose,2,12
502,0.6051667933504074,Lose,-25,7
503,0.6045616265570569,Lose,-100,7
504,0.6039570649304998,Lose,-193,100
505,0.6033531078655693,Lose,-33,8
506,0.6027497547577038,Lose,-100,7
507,0.602147005002946,Win,-1009,80
508,0.6015448579979431,Lose,-269,28
509,0.6009433131399452,Lose,-100,7
510,0.6003423698268052,Lose,6,16
511,0.5997420274569785,Win,15,21
512,0.5991422854295215,Lose,-137,25
513,0.598543143144092,Lose,-108,8
514,0.5979446000009478,Lose,-100,7
515,0.5973466554009469,Lose,-88,10
516,0.596749308745546,Lose,-50,16
517,0.5961525594368005,Lose,-100,7
518,0.5955564068773637,Win,-5,18
519,0.5949608504704863,Lose,-21,7
520,0.5943658896200158,Lose,-25,7
521,0.5937715237303958,Lose,-44,19
522,0.5931777522066654,Lose,-50,16
523,0.5925845744544587,Lose,-100,7
524,0.5919919898800042,Lose,-92,7
525,0.5913999978901242,Lose,-17,12
526,0.590808597892234,Lose,-304,22
527,0.5902177892943418,Lose,-22,14
528,0.5896275715050474,Win,34,21
529,0.5890379439335424,Lose,50,7
530,0.5884489059896089,Lose,-100,7
531,0.5878604570836192,Lose,-22,14
532,0.5872725966265356,Lose,-31,26
533,0.5866853240299091,Lose,-142,14
534,0.5860986387058792,Lose,-62,7
535,0.5855125400671733,Lose,-30,15
536,0.5849270275271061,Lose,-93,16
537,0.584342100499579,Lose,-35,11
538,0.5837577583990794,Win,-403,47
539,0.5831740006406804,Lose,-57,11
540,0.5825908266400397,Lose,-101,16
541,0.5820082358133997,Lose,-100,7
542,0.5814262275775862,Lose,27,7
543,0.5808448013500086,Lose,-17,8
544,0.5802639565486586,Lose,-282,21
545,0.57968369259211,Lose,-63,15
546,0.5791040088995179,Lose,-29,8
547,0.5785249048906184,Lose,-41,13
548,0.5779463799857277,Lose,-25,7
549,0.577368433605742,Lose,-34,17
550,0.5767910651721362,Lose,-55,16
551,0.576214274106964,Lose,-46,16
552,0.5756380598328571,Lose,-112,8
553,0.5750624217730242,Lose,-67,14
554,0.5744873593512512,Lose,-17,8
555,0.5739128719918999,Lose,-39,9
556,0.573338959119908,Lose,-21,14
557,0.572765620160788,Lose,-94,12
558,0.5721928545406272,Lose,-112,8
559,0.5716206616860866,Lose,-25,7
560,0.5710490410244006,Lose,-208,20
561,0.5704779919833761,Lose,-25,7
562,0.5699075139913927,Lose,18,11
563,0.5693376064774013,Lose,-25,7
564,0.5687682688709239,Lose,22,12
565,0.5681995006020529,Lose,-79,13
566,0.5676313011014509,Win,-1705,83
567,0.5670636698003494,Lose,-17,8
568,0.5664966061305491,Lose,-14,16
569,0.5659301095244186,Lose,-45,13
570,0.5653641794148941,Lose,-25,7
571,0.5647988152354793,Lose,-17,8
572,0.5642340164202437,Lose,-67,16
573,0.5636697824038235,Lose,-119,18
574,0.5631061126214196,Lose,-100,7
575,0.5625430065087982,Lose,-87,15
576,0.5619804635022894,Lose,52,11
577,0.561418483038787,Lose,-33,8
578,0.5608570645557482,Lose,-39,11
579,0.5602962074911925,Lose,-100,7
580,0.5597359112837013,Lose,-81,20
581,0.5591761753724176,Lose,-100,8
582,0.5586169991970452,Lose,-96,6
583,0.5580583821978482,Lose,-39,11
584,0.5575003238156504,Lose,-25,7
585,0.5569428234918348,Lose,-100,7
586,0.5563858806683429,Lose,-131,22
587,0.5558294947876746,Lose,-64,20
588,0.5552736652928869,Lose,-25,7
589,0.5547183916275941,Lose,-495,40
590,0.5541636732359665,Lose,-21,16
591,0.5536095095627305,Lose,-185,31
592,0.5530559000531677,Lose,-92,12
593,0.5525028441531146,Lose,18,11
594,0.5519503413089615,Lose,50,7
595,0.5513983909676525,Lose,-893,56
596,0.5508469925766849,Lose,-25,7
597,0.5502961455841082,Lose,-55,14
598,0.5497458494385241,Lose,-4,15
599,0.5491961035890855,Lose,30,13
600,0.5486469074854965,Lose,-25,7
601,0.548098260578011,Lose,-334,29
602,0.547550162317433,Lose,-28,28
603,0.5470026121551156,Lose,-59,14
604,0.5464556095429605,Lose,-25,7
605,0.5459091539334175,Win,-27,22
606,0.5453632447794842,Lose,-100,8
607,0.5448178815347047,Lose,-25,7
608,0.54427306365317,Lose,6,14
609,0.5437287905895168,Lose,-37,8
610,0.5431850617989273,Lose,-23,11
611,0.5426418767371284,Lose,-407,32
612,0.5420992348603912,Win,-532,54
613,0.5415571356255309,Lose,54,6
614,0.5410155784899053,Lose,-100,7
615,0.5404745629114154,Lose,-368,36
616,0.539934088348504,Lose,-982,100
617,0.5393941542601555,Lose,-17,7
618,0.5388547601058953,Lose,-46,5
619,0.5383159053457894,Lose,-46,5
